,y_test,prediction
5716,2324.9736,3063.6875
7279,2501.4106,3055.9375
1845,189.0872,-301.5625
8470,1551.314,2508.4375
660,113.8518,667.4375
4157,2141.2128,2859.4375
713,1267.6832,3297.0625
4252,774.9912,3052.3125
4886,1018.674,1739.5625
2070,181.0976,1467.4375
3925,2936.178,2245.9375
8304,1917.504,2616.6875
3510,348.8792,877.8125
444,3401.5722,3777.0625
7678,2876.256,1644.5625
914,2311.6576,2311.3125
3552,5195.2374,4581.8125
2407,71.9064,-1138.9375
3234,7503.566,3852.0625
3030,651.8182,1009.4375
2359,897.4984,3387.9375
7359,3900.9222,1923.8125
3464,1414.1592,3642.4375
1563,1898.8616,1075.3125
326,994.7052,2579.1875
3037,894.8352,1073.3125
1140,1637.868,1780.4375
5336,3089.9778,3922.8125
834,5443.5808,3046.3125
4135,3605.307,2905.0625
4864,4029.4216,1986.9375
5281,6021.4952,4060.8125
3771,862.8768,1596.9375
4063,1722.4246,3720.0625
7280,1743.0644,1603.0625
2796,171.7764,-578.8125
980,3547.3824,2320.5625
7947,1556.6404,3521.4375
2401,370.1848,905.4375
7364,3894.93,2495.8125
8522,765.67,1100.6875
1509,3078.6592,2895.8125
2891,6114.7072,3293.1875
2587,4517.453,2777.8125
4976,3630.6074,3030.8125
7274,1627.881,1772.4375
7283,3848.324,3381.8125
4662,2342.9502,1717.9375
8434,4332.3606,2407.1875
3284,428.7752,1564.4375
7971,1267.6832,1295.4375
593,587.2356,635.6875
226,2956.152,2005.1875
4140,534.6374,798.1875
7050,3628.61,2199.5625
1363,6165.9738,5089.1875
4764,2756.412,2937.0625
7136,2496.75,1333.5625
533,3299.7048,2531.3125
5332,101.2016,-217.9375
4095,986.7156,2493.8125
7858,188.4214,1152.4375
6983,357.5346,140.0625
2385,4101.328,1501.6875
5246,1245.046,1785.9375
5532,2609.936,1397.3125
7235,627.1836,1720.8125
8245,7549.5062,4182.6875
1499,2577.9776,2606.5625
6707,4681.9056,3164.5625
5810,1039.9796,791.8125
7478,788.973,2152.6875
2290,2227.101,2088.6875
6569,7105.4176,3873.5625
685,5954.2494,4332.6875
1837,2759.0752,2879.5625
3932,1145.176,637.4375
6329,1351.574,1585.0625
4196,852.224,1720.8125
3100,109.1912,-105.4375
5483,524.6504,1744.3125
1156,708.4112,1656.9375
4941,162.4552,-516.4375
3212,181.0976,572.1875
6694,1105.228,1823.1875
6055,3504.1054,2873.1875
4410,6636.6944,5174.6875
2667,1724.422,684.3125
8140,623.1888,699.3125
6425,463.3968,748.0625
8180,3174.5344,3320.0625
6611,223.7088,-783.3125
7155,1581.9408,1411.0625
8190,1304.968,2825.3125
5413,6474.2392,3942.8125
5964,988.0472,2335.9375
7202,4225.1668,3498.0625
7760,176.437,911.6875
1813,3681.874,4128.1875
2377,5141.3076,3148.3125
5010,2596.62,1624.5625
4536,652.484,748.4375
7873,103.199,-42.3125
8241,73.238,-380.4375
3850,1464.76,2363.0625
1986,1402.1748,2349.8125
1590,435.4332,1616.6875
687,121.8414,192.6875
979,1277.0044,2563.1875
2516,7590.12,3028.1875
6381,575.2512,1554.4375
8102,1789.6704,1996.4375
8340,5296.439,2337.6875
2303,5660.6316,3470.4375
6875,311.5944,485.0625
5511,4656.6052,2860.6875
1413,1304.968,1469.1875
2817,243.6828,786.4375
3260,942.7728,2478.9375
7320,3535.398,3115.3125
6098,2804.3496,3568.0625
2122,717.0666,1933.3125
5495,777.6544,670.1875
5879,4595.3516,3916.1875
8231,2693.8268,2518.5625
3595,5331.7264,3631.0625
409,3195.84,3696.4375
930,743.0328,1047.0625
3743,1677.1502,2611.0625
2805,3302.368,2646.5625
4759,1304.968,2466.4375
949,2133.2232,2793.4375
7001,3799.0548,3383.8125
2990,1230.3984,2484.9375
6890,1537.998,2430.0625
32,3068.0064,3757.3125
983,1223.0746,1429.9375
1765,3547.3824,5233.4375
1888,2984.1156,1839.3125
6074,1583.9382,1981.3125
7367,4068.7038,2722.6875
6925,3047.3666,3544.0625
3402,2580.6408,2239.8125
311,527.3136,1019.0625
6631,442.757,-410.6875
1282,1480.0734,2703.9375
65,184.4266,1067.1875
7577,2163.1842,1829.1875
5867,439.428,1472.1875
2267,3338.987,3149.9375
3623,2972.1312,2298.1875
4855,3934.878,4286.0625
7099,1823.6262,2657.9375
6816,2395.5484,2554.6875
4230,3369.6138,2768.9375
2847,1669.8264,1415.8125
3090,2541.3586,3581.8125
6500,1970.768,1655.1875
5858,1369.5506,2035.6875
5829,2687.8346,3556.3125
4459,4427.57,2901.5625
3955,2931.5174,2353.4375
2930,2820.9946,2401.0625
7262,4380.964,3553.8125
514,729.051,793.4375
3551,2352.9372,979.9375
5189,2700.4848,3245.9375
4631,3083.9856,5579.5625
1060,5390.3168,2670.0625
3439,1757.712,1252.3125
6616,2111.9176,2545.1875
3270,1150.5024,2252.8125
1277,874.8612,831.9375
7120,567.2616,1241.1875
3954,2693.8268,3001.5625
700,1298.31,2161.6875
1467,6064.1064,4442.0625
176,1010.6844,1443.8125
536,2210.456,3451.9375
3735,1162.4868,2791.0625
6276,3884.943,4146.4375
2175,755.0172,2282.4375
5631,441.4254,638.6875
347,3307.6944,2908.1875
1615,3511.4292,3196.9375
2664,291.6204,752.3125
2090,564.5984,686.4375
2975,2025.3636,3566.5625
4304,865.54,485.6875
5486,3946.8624,2678.4375
4612,527.3136,2275.8125
4874,498.0184,2113.9375
3449,1964.7758,2462.0625
1480,1188.453,2602.4375
3705,1235.059,2796.8125
3833,1957.452,3017.0625
4842,3036.048,2022.5625
7751,1263.6884,1303.5625
1917,2253.0672,2033.4375
7062,2475.4444,2893.0625
29,125.8362,-1070.1875
7401,1640.5312,1100.5625
2262,1922.8304,1555.6875
8266,269.649,816.9375
8373,2051.9956,2906.4375
6269,4436.8912,3867.5625
6420,6056.1168,3996.9375
2579,1584.604,1703.8125
2092,151.8024,467.1875
6441,1341.587,1722.5625
3754,2886.243,2734.1875
7631,495.3552,774.3125
1326,3358.2952,4019.3125
6032,1511.366,2371.1875
7487,4065.3748,3092.6875
4136,262.991,2341.1875
1526,1258.362,1489.6875
5053,2940.1728,2694.4375
202,1701.7848,2264.8125
1578,372.848,267.4375
6535,4165.2448,2979.5625
1425,251.6724,540.5625
6377,587.2356,1703.5625
4576,1955.4546,2878.0625
6063,419.454,805.4375
4152,5274.4676,2442.3125
771,1687.1372,3418.4375
3611,2004.058,2259.6875
8281,2366.919,4155.6875
5917,1709.1086,1684.9375
6884,5816.4288,3608.8125
8513,595.2252,1639.5625
5611,4233.1564,4043.9375
210,133.16,431.3125
3291,2770.3938,2430.8125
5772,1895.5326,2354.0625
1150,3038.7112,1758.1875
2764,1737.738,2368.9375
4273,1733.0774,1330.3125
2009,1556.6404,4994.8125
7502,1318.284,2115.3125
1645,3057.3536,2688.8125
2923,2428.8384,2260.0625
7386,369.519,219.5625
6396,4287.752,2723.6875
4974,1104.5622,2199.6875
6123,1810.976,2931.1875
5380,2768.3964,3888.6875
1143,1593.9252,1807.4375
5787,3866.9664,1798.9375
5258,2299.6732,1708.3125
3125,2603.278,2489.6875
7212,3436.1938,4214.1875
895,527.3136,4116.4375
4962,5834.4054,3968.0625
8347,3072.667,3740.4375
3601,2527.3768,1453.0625
5314,750.3566,1611.6875
1161,509.337,791.9375
1573,4660.6,3716.1875
2476,2332.2974,2661.8125
1893,661.1394,3195.5625
1961,4119.3046,4264.9375
4086,1038.648,2149.6875
2031,2556.672,2611.6875
4492,2436.828,2015.1875
4269,4266.4464,3694.0625
7431,3691.1952,2815.5625
378,3251.1014,2678.6875
2577,846.8976,1900.8125
7173,1662.5026,2411.6875
2124,215.7192,29.4375
2111,4633.968,3706.0625
4398,2503.408,2608.1875
4944,2175.8344,1817.6875
2108,4729.8432,2908.1875
308,1039.9796,1447.4375
7555,2045.3376,4025.8125
1712,3340.3186,1892.0625
3156,1725.7536,3307.6875
3935,551.2824,1051.5625
2101,1808.9786,2607.0625
7735,4577.375,4441.0625
4606,4660.6,3641.4375
7876,2137.8838,2674.4375
4041,517.3266,994.4375
214,324.9104,717.6875
2797,1496.7184,2866.6875
3875,1906.8512,1880.6875
6455,1458.102,1600.0625
70,3435.528,2738.4375
7544,4847.024,3777.6875
5333,4042.7376,2616.4375
2088,101.2016,-1038.5625
6582,767.0016,879.0625
8483,1612.5676,2157.0625
2065,467.3916,1761.6875
3618,918.804,2235.5625
5869,2994.7684,3398.9375
1687,649.8208,988.5625
4149,1725.7536,1094.9375
7369,950.7624,1232.8125
2470,555.2772,1144.6875
6847,3537.3954,2760.8125
2308,640.4996,883.4375
2071,210.3928,1643.1875
865,2157.192,1903.6875
4337,1323.6104,2250.1875
6400,155.7972,-934.8125
3916,1023.3346,637.6875
6755,1318.284,1528.8125
613,177.7686,1004.0625
467,2067.309,1439.8125
4579,1504.0422,2724.9375
7958,3307.6944,2540.1875
802,331.5684,919.9375
8106,549.9508,620.4375
2620,149.805,525.5625
7081,392.822,1233.6875
3523,545.956,1498.8125
8060,143.8128,459.9375
2500,3057.3536,3129.6875
4074,4207.856,4074.4375
5649,1021.3372,2079.3125
4231,2348.9424,3126.1875
3335,2821.6604,3590.5625
6952,139.818,376.8125
3065,1705.1138,2166.8125
7397,2587.9646,2857.3125
6239,656.4788,620.8125
7945,185.7582,1083.3125
3327,2013.3792,1812.8125
1455,5887.6694,4009.5625
7895,5100.028,3662.1875
4732,968.739,1074.6875
456,9158.079,5537.3125
4674,351.5424,833.9375
8379,2372.9112,3139.4375
23,214.3876,-167.9375
5420,3179.195,3452.5625
527,323.5788,621.0625
7408,6157.3184,4364.9375
479,2205.1296,2926.0625
4968,432.77,1578.1875
6898,1151.834,3577.9375
2350,197.7426,1289.1875
4284,549.285,1086.5625
5712,4247.804,2956.3125
2446,585.904,1984.0625
3075,6093.4016,3621.6875
3663,774.9912,1102.5625
7029,882.8508,789.0625
51,850.8924,2150.5625
3728,2281.6966,1645.6875
3698,209.727,712.8125
4127,299.61,1346.3125
489,37.9506,-1235.1875
2630,3113.2808,3518.5625
3319,2614.5966,1883.1875
3681,1518.024,1050.5625
3209,642.497,2162.6875
8043,283.6308,315.6875
2828,905.488,3719.9375
7636,575.2512,724.6875
4540,5303.097,4486.5625
3697,2529.3742,1405.1875
3619,1808.9786,2729.9375
5143,337.5606,1816.3125
1652,498.0184,721.9375
6393,1070.6064,2912.5625
2768,934.7832,963.5625
7162,2061.3168,2832.9375
2194,2579.975,1717.4375
4626,3149.234,2373.4375
1089,1006.6896,1441.9375
5914,2343.616,1856.9375
6342,4587.362,2792.0625
7023,5020.132,2965.1875
6583,1669.8264,2308.5625
7626,144.4786,388.4375
3759,3006.087,2322.4375
3725,4781.7756,2835.9375
4869,2055.9904,2062.0625
1960,5350.3688,2979.1875
3440,127.1678,126.8125
6609,1829.6184,1971.1875
5038,4795.0916,3025.6875
6855,135.8232,-1075.4375
2917,1941.4728,1683.9375
6918,1962.7784,2918.9375
4676,7741.9224,3770.9375
4637,372.848,-290.8125
148,529.311,2782.5625
1800,719.064,1049.0625
7921,888.843,1095.8125
6459,1767.699,3175.0625
4752,756.3488,902.6875
8314,4853.682,2572.1875
3726,4821.7236,3801.8125
8037,1977.426,2920.3125
6623,1609.9044,1827.8125
2265,1209.7586,3013.5625
5164,3263.7516,3430.3125
978,762.341,547.0625
3287,1416.8224,2881.9375
1607,419.454,765.5625
6338,4442.2176,2540.4375
4963,1422.1488,1916.5625
3039,105.8622,-1083.1875
1515,1245.046,1693.3125
3538,857.5504,674.8125
773,2746.425,1321.9375
891,1043.9744,831.1875
6247,4399.6064,2292.4375
4428,575.2512,479.0625
3651,2763.07,1502.1875
6961,2356.932,2485.4375
2095,1231.73,2023.9375
3559,199.74,416.5625
3088,1686.4714,1304.9375
4624,1534.0032,2436.6875
7053,3219.8088,1887.3125
3351,2886.243,2905.5625
6532,3600.6464,3493.5625
8123,3150.5656,3246.3125
1891,1068.609,3432.8125
7197,2247.7408,2432.0625
1870,1685.8056,2285.1875
5766,243.6828,242.6875
6504,153.134,611.3125
3554,1050.6324,2868.5625
7724,1491.392,2991.0625
3862,1691.7978,2714.4375
4084,2543.356,4015.6875
3481,1821.6288,2319.9375
3524,2388.8904,1631.8125
880,1174.4712,1177.3125
1726,1761.7068,1899.5625
1127,6872.3876,5718.8125
2875,467.3916,695.0625
2983,4910.275,2792.0625
1513,4006.7844,1954.0625
1585,1102.5648,1504.3125
878,1054.6272,1490.1875
6085,401.4774,679.9375
6753,4229.1616,4273.3125
5667,2530.04,1923.4375
7771,2388.8904,2604.4375
3348,418.1224,1461.8125
5880,171.7764,886.6875
2232,3123.9336,2918.8125
1290,4189.2136,3100.3125
283,2277.036,2357.5625
4441,1286.3256,1374.1875
1014,1614.565,2489.4375
3514,1113.2176,1366.4375
8177,1869.5664,3649.8125
6999,2094.6068,2415.9375
4257,190.4188,-263.8125
1766,3125.931,3242.6875
5731,1342.2528,2684.6875
7222,589.233,3145.1875
2708,4460.1942,3256.9375
675,3896.2616,2913.4375
6433,2354.2688,2377.6875
768,1657.842,1838.9375
8178,4013.4424,2888.3125
3956,3214.4824,4688.0625
4807,1874.8928,4002.8125
1292,3327.6684,2533.0625
4340,1006.6896,797.1875
2623,1164.4842,1753.4375
5450,858.882,906.8125
6222,1282.3308,2161.8125
3895,183.7608,-655.0625
6234,531.3084,321.3125
6345,292.952,605.8125
4513,1090.5804,1386.8125
1343,2021.3688,3004.5625
917,4655.2736,3871.6875
5754,1944.136,1427.1875
1237,1379.5376,2917.5625
2554,1941.4728,3398.8125
1690,1294.3152,2465.5625
2641,4354.332,4873.8125
4341,690.4346,705.3125
2860,4863.0032,3477.1875
3026,838.908,1703.1875
85,2479.4392,2908.1875
4601,3695.19,5255.9375
7726,4637.9628,3461.8125
4539,1406.1696,1902.8125
8414,2263.72,2072.1875
2716,4224.501,2444.6875
7546,4277.765,2788.4375
502,527.3136,2268.4375
6908,5564.7564,4104.5625
7437,1004.0264,2633.3125
7252,4161.25,4040.8125
4484,1901.5248,2401.9375
7251,2163.1842,3780.3125
8447,7588.1226,4160.4375
5211,2153.1972,2402.3125
3656,2749.754,3052.3125
8444,482.0392,3339.1875
864,932.12,1518.0625
8005,1910.846,3024.0625
1742,1426.1436,2498.3125
170,2120.573,2618.9375
4404,1927.491,2113.4375
464,4466.1864,2456.1875
3223,2873.5928,3262.3125
2397,1884.8798,1657.8125
557,1747.725,2825.0625
8491,4809.7392,3322.1875
470,3448.844,3873.9375
6359,3010.7476,2880.9375
874,619.194,790.6875
5301,906.8196,3854.8125
3709,8063.5038,5337.4375
2340,129.831,-817.1875
3856,2014.045,2949.1875
5352,2586.633,3426.4375
2723,5901.6512,4374.6875
3783,4074.696,2814.5625
8511,4207.856,3794.4375
31,2741.7644,1376.6875
5212,1310.2944,2268.6875
3683,3528.74,2788.5625
2059,1826.9552,3857.8125
7327,2684.5056,2309.8125
6200,1057.9562,2417.1875
418,844.2344,3396.9375
2730,2470.118,3883.6875
6196,343.5528,977.9375
5166,2106.5912,2502.5625
984,2182.4924,2925.9375
4070,2117.244,2789.1875
1855,262.3252,435.4375
7716,1797.66,2040.4375
6650,1086.5856,1031.5625
4943,352.874,870.1875
800,1108.557,2110.8125
6405,1191.782,1953.3125
1388,2087.283,1910.3125
3953,3994.8,2444.4375
5384,4012.7766,2985.4375
2029,1347.5792,1164.8125
1448,2647.2208,2730.5625
5831,3029.39,2027.5625
5190,4026.7584,3577.4375
6230,2846.295,1927.4375
8197,973.3996,1035.9375
7498,433.4358,475.0625
5738,1078.596,2297.9375
5453,179.766,920.4375
4202,322.913,995.6875
5467,3972.8286,2363.8125
3359,463.3968,908.3125
4026,322.2472,670.3125
6349,3332.329,4098.1875
2784,3487.4604,2036.9375
3101,978.726,1769.6875
287,559.272,414.0625
3277,5753.8436,4672.0625
5644,1612.5676,3582.4375
6093,3823.0236,3338.6875
7068,2410.196,1934.3125
912,2665.8632,1828.6875
1746,404.8064,888.6875
2951,2423.512,2670.8125
5799,7425.0016,4359.0625
1854,113.186,-73.3125
6969,331.5684,896.4375
3055,572.588,385.0625
5565,3555.372,3808.6875
5970,2308.9944,3227.1875
8285,1604.578,2611.6875
559,1966.7732,2361.5625
138,535.3032,1545.1875
6901,2988.1104,3982.8125
8143,2348.9424,2159.4375
137,1314.2892,1039.9375
6749,1926.1594,2765.4375
4947,296.281,875.5625
5237,4725.8484,3460.3125
7595,6431.628,4444.3125
3302,894.8352,1108.4375
5568,2492.7552,3006.8125
8062,2073.3012,1918.6875
7902,5257.1568,3277.1875
4737,1896.1984,1910.4375
2242,984.7182,1961.9375
5510,1597.92,2583.3125
863,1707.777,1801.9375
6648,1159.8236,1530.1875
760,5163.9448,2853.4375
6088,5946.9256,3419.1875
6851,1278.336,1459.0625
2703,966.7416,1499.5625
5412,3705.8428,2770.0625
1940,796.2968,3151.5625
2873,1657.842,1953.9375
1985,1705.7796,3568.3125
7236,7939.665,4193.0625
3063,3110.6176,3018.0625
8172,2396.88,2590.3125
5441,1695.1268,1121.3125
1751,6404.996,3841.9375
6780,4566.7222,3798.9375
4397,3466.1548,2928.8125
900,143.147,427.8125
2724,511.3344,652.9375
393,916.1408,1732.4375
2707,539.298,888.1875
2735,2656.542,3005.9375
3864,1733.7432,2453.3125
7059,155.1314,634.0625
3429,3418.883,4130.3125
5031,527.3136,867.8125
831,5976.2208,3985.8125
908,657.8104,812.8125
3987,1342.2528,1363.5625
420,291.6204,-280.1875
2570,3643.2576,3071.8125
4218,1850.924,2793.8125
5658,1272.3438,1263.0625
5525,830.9184,1287.9375
194,5070.7328,4300.8125
290,569.259,1704.4375
4713,602.549,1570.5625
5856,3488.1262,1810.5625
4045,3089.312,3143.8125
3426,2535.3664,2639.9375
6073,2326.971,2470.1875
6351,1800.3232,3639.4375
5971,808.947,864.8125
4665,2432.8332,2784.3125
7308,1428.141,2135.5625
7617,2625.9152,2946.3125
963,2157.192,1219.6875
7309,193.082,-235.0625
5117,2892.901,3765.8125
5953,3383.5956,1630.5625
5857,3515.424,2944.1875
2049,1328.271,2738.0625
4655,94.5436,-1005.3125
6674,125.8362,64.0625
4958,5359.69,3649.6875
7077,736.3748,893.3125
2212,2942.836,1687.8125
6554,3775.086,2917.5625
2851,466.06,1501.5625
159,2471.4496,2444.4375
3152,885.514,2214.4375
7350,3950.1914,3663.5625
2400,2336.958,2855.0625
1912,860.2136,851.3125
3614,1488.7288,1849.8125
6682,2199.1374,3374.9375
4411,1779.6834,2547.4375
6534,1821.6288,1916.1875
6468,282.2992,1992.9375
2311,231.6984,1166.0625
4456,785.644,621.3125
3353,628.5152,369.9375
9,4710.535,3017.5625
5417,2045.3376,2834.6875
1139,2399.5432,3753.5625
4472,365.5242,44.0625
2884,3020.0688,3466.6875
1314,739.038,1179.4375
3345,857.5504,1743.6875
227,153.134,588.8125
7240,916.1408,1003.6875
3904,2446.815,2667.0625
3586,99.87,572.3125
8209,3075.996,1662.6875
634,2370.248,1878.8125
8346,1596.5884,2536.8125
7927,4837.7028,3702.6875
747,2041.3428,2371.8125
8468,467.3916,1306.9375
191,4745.8224,4262.0625
6672,2993.4368,3050.9375
6601,319.584,1698.9375
1421,2375.5744,2409.0625
1461,3914.904,2931.6875
530,1960.781,1673.8125
5861,3364.9532,2788.5625
4291,517.3266,769.1875
7924,276.9728,750.5625
7112,1278.336,2649.8125
1460,4247.804,3367.8125
7205,3004.0896,2074.9375
7890,2554.0088,1412.4375
291,3866.9664,4187.4375
3197,3981.484,4682.9375
8488,2756.412,4352.3125
4348,2048.6666,1645.9375
1352,2356.932,1877.5625
2529,5972.226,5042.1875
1710,6769.8544,4862.3125
2635,5470.8786,4059.5625
4578,1384.864,1751.0625
3363,3572.017,3593.9375
6804,1597.92,2393.9375
4222,3200.5006,4148.9375
6472,3202.498,3790.9375
4644,3235.788,1566.8125
6179,555.2772,966.8125
1861,2885.5772,3976.5625
3598,218.3824,-1016.9375
1523,5478.2024,5425.0625
6404,4508.1318,3462.4375
5820,1090.5804,776.3125
48,2576.646,977.8125
4583,743.0328,1976.3125
3791,968.739,3071.0625
3635,759.012,2144.8125
321,4950.8888,3554.1875
4724,3044.7034,2845.5625
1819,1012.016,2054.6875
6306,1017.3424,2124.8125
2306,3169.208,3054.3125
2355,4653.942,2458.3125
4630,1151.1682,616.3125
1946,3448.844,2799.0625
7712,1241.0512,2574.5625
5377,985.384,1621.5625
2455,3506.7686,2579.4375
6888,203.7348,255.9375
7579,1388.8588,1775.3125
6224,761.0094,1422.1875
4430,2684.5056,1823.4375
8256,1358.232,2445.4375
8086,3825.6868,3728.9375
5357,5327.0658,3647.4375
840,1406.1696,1502.3125
8078,5145.3024,3623.8125
6528,412.796,-552.9375
6475,2277.036,1646.3125
3013,735.709,1070.4375
667,1325.6078,1897.9375
6193,3475.476,3085.3125
1380,1575.2828,1757.0625
4677,1186.4556,1881.8125
4993,331.5684,1180.0625
7957,894.8352,2301.6875
3553,731.0484,1983.6875
3943,3327.6684,2715.3125
1469,2863.6058,2714.4375
2436,908.817,2161.5625
3814,2649.884,4233.0625
1216,1303.6364,1814.1875
4031,221.7114,-614.9375
5056,1805.6496,1277.8125
8108,1731.08,1355.9375
5007,2302.3364,1995.5625
3114,459.402,1786.4375
3615,460.7336,3637.5625
4003,1810.976,2097.3125
5668,2530.04,3884.8125
2252,283.6308,486.1875
5814,283.6308,1593.0625
1748,2406.867,2650.6875
133,101.2016,-212.0625
1785,3171.8712,3851.3125
1238,3559.3668,3195.0625
8240,882.185,602.6875
7789,838.908,735.8125
5548,2956.152,2976.3125
1957,3067.3406,2941.0625
1453,3731.809,3237.8125
2182,1113.2176,1629.6875
8081,1872.2296,1290.0625
7416,185.0924,-392.3125
5682,1701.7848,2919.8125
4651,2048.6666,2014.3125
3682,2556.672,3386.4375
8303,5313.7498,3585.0625
1398,5191.2426,3559.6875
8185,1084.5882,1959.9375
4016,596.5568,527.0625
2078,1022.6688,991.8125
124,866.8716,1095.6875
6202,1549.9824,3111.4375
2826,995.371,3192.6875
2044,805.618,656.8125
3136,3858.9768,2923.9375
4162,2992.771,1681.0625
4389,89.883,-434.6875
1868,1244.3802,2815.3125
3657,2739.1012,1889.6875
2738,1861.5768,2408.6875
5679,2596.62,3083.8125
7271,1298.31,2283.1875
8505,2117.244,3065.6875
5191,1301.639,1215.8125
6811,75.9012,-336.8125
3733,569.259,4303.4375
6958,466.06,395.5625
5186,2799.689,1644.4375
976,474.0496,46.6875
4749,908.1512,1370.3125
2916,2536.698,2789.6875
5020,619.8598,1436.9375
2149,1537.998,1291.5625
7226,579.246,1648.1875
7980,171.7764,-353.3125
185,1012.016,1366.9375
843,2896.23,1699.6875
1815,1977.426,3127.3125
3908,1304.968,1491.9375
5045,593.2278,3152.1875
5695,1436.7964,1172.5625
7193,2037.348,1755.0625
3872,2556.672,2812.9375
8206,360.8636,1041.8125
1051,1810.976,3142.0625
4812,91.8804,-1017.5625
4721,1145.176,2323.1875
6365,1677.816,1799.9375
6208,183.7608,-435.9375
3435,5069.4012,3031.9375
3071,3691.1952,2798.8125
4382,889.5088,1599.5625
2164,910.8144,2107.6875
5526,329.571,21.8125
5344,135.8232,-1249.3125
7995,4037.4112,3710.6875
5651,1340.2554,1907.3125
2272,1478.076,797.4375
2846,492.692,3532.5625
475,1193.1136,1309.9375
5537,690.4346,689.3125
8403,3984.1472,2540.0625
6030,2390.8878,1882.6875
7948,2848.2924,2304.4375
4586,2053.3272,2725.4375
8171,222.3772,1871.5625
597,5770.4886,3350.9375
3432,88.5514,-463.4375
4141,5000.8238,4058.4375
8458,452.744,1764.1875
1246,1619.2256,1632.6875
3220,2530.7058,1883.6875
1387,1989.4104,1950.6875
2938,798.96,1646.1875
1167,1737.738,1577.3125
6810,3589.9936,3422.5625
6470,4152.5946,3101.6875
3200,2040.0112,3989.8125
1995,732.38,706.1875
5983,1627.881,1810.9375
6328,1310.2944,1761.0625
6610,758.3462,818.3125
153,898.83,1858.6875
4706,4306.3944,3093.5625
8218,3825.6868,2477.8125
1761,2841.6344,2151.0625
3701,1970.768,1445.9375
275,7298.4996,4167.5625
4991,8508.924,3843.0625
143,2676.516,2831.0625
5743,4807.076,3973.9375
6701,1298.31,1616.8125
3431,679.116,1059.6875
5876,219.714,39.1875
7560,7322.4684,3008.3125
7983,2552.6772,2204.8125
5984,143.8128,834.5625
2717,4063.3774,3854.1875
4880,335.5632,600.4375
3164,455.4072,1790.6875
7306,1062.6168,640.0625
4390,683.1108,1774.3125
7985,2916.204,2436.3125
7611,1290.9862,2587.0625
272,1929.4884,1374.6875
2648,6306.4576,4583.4375
875,2808.3444,2314.0625
3098,9467.676,5646.1875
1926,2167.8448,3090.5625
6798,175.7712,-326.9375
4166,1904.188,1525.8125
7025,6076.0908,3807.5625
5114,351.5424,812.8125
6339,976.7286,1735.6875
2243,2037.348,3675.0625
3662,3621.2862,2602.6875
2406,3243.7776,1860.9375
8228,1813.6392,2436.9375
2460,2187.153,2231.3125
6467,2603.278,2522.0625
7332,431.4384,607.9375
7225,4194.54,3253.3125
7809,1342.2528,1803.5625
6204,677.1186,1774.9375
5430,1576.6144,3140.4375
3563,801.6232,925.4375
6596,1705.1138,2234.8125
1433,843.5686,1938.5625
6153,2067.309,2869.3125
751,3435.528,2739.9375
6051,5779.144,3822.6875
1916,2181.1608,1674.6875
3652,2940.1728,2921.6875
8243,2362.9242,2841.3125
1008,1334.2632,1702.3125
3617,591.2304,807.5625
2393,1168.479,975.4375
472,8114.7704,4413.1875
5094,894.8352,784.3125
4838,509.337,1812.3125
4774,2283.0282,3964.5625
2036,1911.5118,2746.5625
2545,739.038,1924.8125
8280,4326.3684,3492.5625
4945,1403.5064,1272.9375
3169,1488.7288,1529.5625
4500,1332.2658,989.0625
2017,756.3488,1400.6875
7710,255.6672,370.5625
3885,343.5528,941.0625
439,3600.6464,3374.0625
263,5359.69,3708.9375
7319,3316.3498,3116.3125
5092,229.701,-633.0625
7321,1651.184,2673.4375
893,729.051,2336.8125
1479,4492.8184,2243.4375
1129,174.4396,-437.0625
7379,555.2772,1086.0625
6809,4731.1748,4020.6875
8270,1937.478,2750.5625
2971,1757.712,1343.8125
2402,3756.4436,3801.5625
2247,5105.3544,2990.4375
121,2085.9514,2414.4375
818,322.2472,1302.1875
4700,2759.0752,2833.4375
4448,181.0976,760.4375
4346,9251.9568,5513.9375
1906,4916.933,3690.8125
7097,3635.268,2282.8125
6318,253.004,507.4375
5768,2708.4744,2505.0625
1457,2826.321,3107.8125
6580,3803.0496,2438.3125
4658,543.2928,758.0625
7592,6066.7696,4274.4375
8191,1286.3256,880.1875
2150,1687.1372,1960.4375
496,2348.9424,3031.3125
7422,868.869,1526.5625
2646,3282.394,1683.9375
735,1751.054,2820.8125
7360,2748.4224,3659.9375
2456,3560.6984,1667.8125
4799,454.0756,806.6875
5566,986.7156,924.4375
5988,2217.114,3526.0625
6143,787.6414,1808.6875
2608,1949.4624,1962.1875
6023,1492.0578,860.4375
3192,387.4956,1213.8125
812,3617.9572,2541.1875
5806,622.523,2044.8125
1775,2748.4224,2431.0625
146,6301.1312,3432.9375
3669,1312.9576,1259.1875
206,780.9834,776.4375
1294,5382.993,4036.1875
3719,1038.648,1523.0625
2103,5768.4912,3821.5625
2876,885.514,1082.3125
3699,415.4592,994.0625
5358,4288.4178,3591.1875
4762,2024.032,1690.9375
6266,89.2172,-1145.5625
3689,671.1264,2143.0625
8382,3103.9596,2257.9375
2670,1611.236,2617.0625
240,6795.1548,3917.5625
579,1547.3192,1781.4375
6256,1771.028,1344.0625
698,761.0094,2090.4375
4490,402.809,1273.0625
4279,1895.5326,2147.1875
142,2143.876,1712.1875
3263,3318.3472,3802.0625
6924,1102.5648,1146.4375
